X,Y,Name,descriptio,timestamp,begin,end,altitudeMo,tessellate,extrude,visibility,drawOrder,icon,Wilaya,moughataa,commune,icon_url
-15.4968871269375,20.6435200944543,م.افلان,,,,,,-1,0,-1,,,Nauodhibou,chami,chami,./0.png
-15.5824371892959,21.2461007293314,م.اكرارت السنين,,,,,,-1,0,-1,,,Nauodhibou,Nauodhibou,Boulenouar,./0.png
-15.5314494017512,20.8321985788643,م.البركة[البوتيك,,,,,,-1,0,-1,,,Nauodhibou,Nauodhibou,Inal,./0.png
-15.2354507893324,20.2011292800307,م.الداه,,,,,,-1,0,-1,,,Inchiri,Bennechab,Bennechab,./0.png
-14.3770242948085,20.890945661813,م.الراية1,,,,,,-1,0,-1,,,Nauodhibou,chami,Tmeimichat,./0.png
-14.3768916092813,20.8951285667717,م.الراية2,,,,,,-1,0,-1,,,Nauodhibou,chami,Tmeimichat,./0.png
-14.3765897769481,20.896049067378,م.الراية3,,,,,,-1,0,-1,,,Nauodhibou,chami,Tmeimichat,./0.png
-14.3747973907739,20.9016534592956,م.الراية4,,,,,,-1,0,-1,,,Nauodhibou,chami,Tmeimichat,./0.png
-15.6267600227147,21.2329600006342,م.السبتة,,,,,,-1,0,-1,,,Nauodhibou,Nauodhibou,Boulenouar,./0.png
-14.3837842997163,20.8529763109982,م.المختار,,,,,,-1,0,-1,,,Nauodhibou,chami,Tmeimichat,./0.png
-15.5244423821569,20.6760033220053,م.الموتى,,,,,,-1,0,-1,,,Nauodhibou,chami,chami,./0.png
-15.5615630652755,20.8458455745131,م.اهل اخيارهم,,,,,,-1,0,-1,,,Nauodhibou,Nauodhibou,Boulenouar,./0.png
-15.2345973439515,20.2702859323472,م.اولاد غيلان1,,,,,,-1,0,-1,,,Inchiri,Bennechab,Bennechab,./0.png
-15.2370257489383,20.2614179626107,م.اولاد غيلان2,,,,,,-1,0,-1,,,Inchiri,Bennechab,Bennechab,./0.png
-14.3916840758175,20.8820082060993,م.تجكانت,,,,,,-1,0,-1,,,Nauodhibou,chami,Tmeimichat,./0.png
-15.5247881356627,20.8152955491096,م.جديد,,,,,,-1,0,-1,,,Nauodhibou,Nauodhibou,Inal,./0.png
-15.1203319709748,20.4278413206339,م.طوير الجنة,,,,,,-1,0,-1,,,Nauodhibou,chami,Tmeimichat,./0.png
-15.4676501266658,20.9248995780945,م.عبد الله,,,,,,-1,0,-1,,,Nauodhibou,Nauodhibou,Inal,./0.png
-15.5314034689218,20.797158870846,م.كر,,,,,,-1,0,-1,,,Nauodhibou,Nauodhibou,Inal,./0.png
-15.5119590461254,20.658258497715,مجهر 4,,,,,,-1,0,-1,,,Nauodhibou,chami,chami,./0.png
-15.2858980279416,20.2762919850647,مجهر أرغاو111,,,,,,-1,0,-1,,,Inchiri,Bennechab,Bennechab,./0.png
-15.5188539996743,20.6617890391499,مجهر افلان الساكنة تازيازت - عدد الوفيات 3 - عدد الحوادث 2‎,description: Longitude: -15.5188542<br>Latitude: 20.6617891<br>Longitude: -15.5188542<br>Latitude: 20.6617891,,,,,-1,0,-1,,,Nauodhibou,chami,chami,./0.png
-15.1298671402037,20.3958626836538,مجهر عبد الفتاح2,description: <br>Longitude: <br>Latitude:,,,,,-1,0,-1,,,Nauodhibou,chami,Tmeimichat,./0.png
-15.7646979857236,20.6552639789879,مجهر لحديب تازيازت - عدد الوفيات 2  - عدد الحوادث 1,description: Longitude: -15.7646981<br>Latitude: 20.6552636<br>Longitude: -15.7646981<br>Latitude: 20.6552636,,,,,-1,0,-1,,,Nauodhibou,Nauodhibou,Boulenouar,./0.png
-14.3451458215714,20.93003064394,مجهر12 -1,,,,,,-1,0,-1,,,Nauodhibou,chami,Tmeimichat,./0.png
-14.3368486594409,20.9207555651665,مجهر12 -3,,,,,,-1,0,-1,,,Nauodhibou,chami,Tmeimichat,./0.png
-14.3655352201313,20.9319960325956,مجهر12 المساجد,,,,,,-1,0,-1,,,Nauodhibou,chami,Tmeimichat,./0.png
-14.3460589461029,20.9279199130833,مجهر12- 2,,,,,,-1,0,-1,,,Nauodhibou,chami,Tmeimichat,./0.png
-15.2684413734824,20.1821777969599,معط مولان,,,,,,-1,0,-1,,,Inchiri,Bennechab,Bennechab,./0.png
-15.2342430409044,20.2064352761954,مفتاح الخير,,,,,,-1,0,-1,,,Inchiri,Bennechab,Bennechab,./0.png
-8.67929879575968,23.4625957813114,وديان الخروب,,,,,,-1,0,-1,,,Tiris Zemour,Fdeirek,Fdeirek,./0.png
-12.288100970909,15.656664641574,ولد بن  Selibabi,,,,,,-1,0,-1,,,Guidimagha,Sélibaby,Ould M'bouny,./0.png
